class Sort.QSFirstPivot,20,0,79116
class Sort.QSFirstPivot,20,1,20955
class Sort.QSFirstPivot,20,2,19245
class Sort.QSFirstPivot,20,3,17534
class Sort.QSFirstPivot,20,4,18817
class Sort.QSFirstPivot,20,5,26515
class Sort.QSFirstPivot,20,6,26514
class Sort.QSFirstPivot,20,7,17962
class Sort.QSFirstPivot,20,8,17534
class Sort.QSFirstPivot,20,9,17534
class Sort.QSFirstPivot,20,10,29080
class Sort.QSFirstPivot,20,11,18389
class Sort.QSFirstPivot,20,12,22238
class Sort.QSFirstPivot,20,13,19245
class Sort.QSFirstPivot,20,14,13258
class Sort.QSFirstPivot,20,15,23949
class Sort.QSFirstPivot,20,16,14112
class Sort.QSFirstPivot,20,17,11974
class Sort.QSFirstPivot,20,18,12830
class Sort.QSFirstPivot,20,19,14540
class Sort.QSFirstPivot,20,20,31219
class Sort.QSFirstPivot,20,21,10691
class Sort.QSFirstPivot,20,22,10264
class Sort.QSFirstPivot,20,23,9836
class Sort.QSFirstPivot,20,24,9408
class Sort.QSFirstPivot,20,25,23093
class Sort.QSFirstPivot,20,26,11547
class Sort.QSFirstPivot,20,27,10264
class Sort.QSFirstPivot,20,28,11974
class Sort.QSFirstPivot,20,29,130007
